INDEX,HS,CN,TARGET,VERSION
4834,Muslims are not welcome here.,The very first Muslims came to Britain around 1200. We are a country of immigrants and many Muslims are contributing to our society.,MUSLIMS,V6_mix
1732,Muslims are not welcome here.,Many Muslims live in the UK and have contributed greatly to our society. They are our brothers and sisters.,MUSLIMS,V3
2424,Muslims are not welcome here.,Many Muslims live in the UK. They are our neighbours and we should welcome them.,MUSLIMS,V4
4841,Muslims are not welcome here.,"Many Muslims live here, and are part of our community. We should not be excluding them.",MUSLIMS,V6_mix
1884,Muslims are not welcome here.,Islam is a peaceful religion and has never caused trouble in our country.,other,V3
2044,Muslims are not welcome here.,"Societies grow strong with inclusion, and inclusion is about welcoming the people with other beliefs, like Muslims, in the first place.",MUSLIMS,V4
3377,Immigrants steal our jobs.,Immigrants are often highly skilled workers who contribute to our country by being employed in roles for which there are no 'national' candidates.,MIGRANTS,V6_sbf
2354,Immigrants steal our jobs.,"It seems to me that you have a complaint about the lack of job opportunities rather than about migration. The more you talk about the real problems, the better off we all will be!",MIGRANTS,V4
4806,Immigrants steal our jobs.,"Immigrants just try to provide for their families, like we do.",MIGRANTS,V6_mix
4614,Immigrants steal our jobs.,"This is not true, if they deserve it, they can be hired as anyone else. They do have the right to be here, and to work in the free market.",MIGRANTS,V6_mix
4808,Immigrants steal our jobs.,Many immigrants have worked hard for the success of our country and for their integration. To suggest that they steal our jobs is just an attempt to divide society.,MIGRANTS,V6_mix
4807,Immigrants steal our jobs.,"Immigrants don't steal our jobs. If you think that foreigners are stealing our jobs, then you should study migration and find that they work in solidarity with our society.",MIGRANTS,V6_mix
533,Gays are just sick. They cannot marry. It is an abomination,"Excuse me, what do you mean by 'sick'?",LGBT+,V1
534,Gays are just sick. They cannot marry. It is an abomination,Recognizing the rights of others does not mean renouncing or denying one's own.,LGBT+,V1
535,Gays are just sick. They cannot marry. It is an abomination,How come two people in love getting married affects your life? What should concerns you the most is respecting all people regardless of their differences.,LGBT+,V1
536,Gays are just sick. They cannot marry. It is an abomination,Sick according to whom? Facts seem to contradict you: [link],LGBT+,V1
537,Gays are just sick. They cannot marry. It is an abomination,"Two women or two men who love each other do not hurt anyone, they are simply in love.",LGBT+,V1
459,We are forced to economically support all of them,"The cost of immigration from the last Economic and Financial Document, published last April and containing the consolidated figure for 2017, is estimated to have a total expenditure of about 4.4 billion euros, which represents only 0.26% of Italian GDP, and around 0.5% of public spending. In short, 99.5% of public resources are used for something else.",MIGRANTS,V1
460,We are forced to economically support all of them,"The integration system should be accelerated because once they are integrated into the social and production structure, they contribute to GDP (to date, for example, despite the long lead times, they contribute 2.4%)",MIGRANTS,V1
461,We are forced to economically support all of them,Many migrants work.,MIGRANTS,V1
462,We are forced to economically support all of them,Migrants contribute to about 2% of Italy's GDP.,MIGRANTS,V1
463,We are forced to economically support all of them,"As the INPS indicates, they are now contributing to the payment of our pensions because they are not yet in the retirement age.",MIGRANTS,V1
4355,Gays are sick.,How do you know? Have you read any medical tests or surveys leading to conclusions about sexual orientation?,LGBT+,V6_lab
2819,Gays are sick.,"Homosexuality is not a disease, it is a sexual preference.",LGBT+,V5
2588,Gays are sick.,"Even if some people might find it strange to identify as gay, homosexuality is not a disease.",LGBT+,V5
4158,Gays are sick.,There is no evidence that homosexuality is a health problem. Why do you say so?,LGBT+,V6_lab
4382,Gays are sick.,"I don't see what help could come of saying it. Rather, I think it would help to have a discussion about gender expression and people's individual merits.",LGBT+,V6_lab
4048,The world would be a better place without immigrants.,It is far from certain that immigrants have a negative effect on our society.,MIGRANTS,V6_lab
1654,The world would be a better place without immigrants.,"I don't think the world would be a better place without immigrants. From what I understand, they often bring positive changes to the world.",MIGRANTS,V3
1655,The world would be a better place without immigrants.,"I would like to see the world become a better place, not a discriminatory one.",MIGRANTS,V3
1656,The world would be a better place without immigrants.,"People are welcome here regardless of their nationality or country of origin, even if they do not speak the language of the place where we live.",MIGRANTS,V3
3387,The world would be a better place without immigrants.,Migrants contribute to our country and help us live in a more open-minded way.,MIGRANTS,V6_sbf
2816,Homosexuals are sick. They should be isolated and confined.,"We shouldn't judge someone by their sexual preference, that is a personal preference and can't be changed.",LGBT+,V5
2817,Homosexuals are sick. They should be isolated and confined.,"Homosexuals are not sick, they just need to be accepted for who they are.",LGBT+,V5
2328,Homosexuals are sick. They should be isolated and confined.,"It is certainly true that homosexuals are attracted to people of their same sex, but this can't have health consequences. Do you have any proof?",LGBT+,V4
2329,Homosexuals are sick. They should be isolated and confined.,"Unfortunately, it seems that you have prejudice against homosexuals. In the West, even if they are still stigmatized as deviant they can feel at home. Really, they are just trying to have normal loving relationships.",LGBT+,V4
2815,Homosexuals are sick. They should be isolated and confined.,"Homosexuals should be accepted and allowed to live their lives, not criminalised for who they are.",LGBT+,V5
592,"In the West, women have legal equality, equal rights, and are protected from discrimination: they should stop busting our balls and whining.",Just because women in the West have equality under the law does not mean they have equality in practice. Don't you agree?,WOMEN,V1
593,"In the West, women have legal equality, equal rights, and are protected from discrimination: they should stop busting our balls and whining.","Ok. But what about those many women, outside the western world, that still do not have such equality? It is important that women 'whine' all over the world to protect their rights.",WOMEN,V1
594,"In the West, women have legal equality, equal rights, and are protected from discrimination: they should stop busting our balls and whining.","Are you sure? Even in the west, there are women who still don't have equal access to many of their rights, especially when it comes to healthcare. [https://www.motherjones.com/politics/2018/05/this-map-depicts-abortion-access-across-america-and-its-really-bleak/]",WOMEN,V1
595,"In the West, women have legal equality, equal rights, and are protected from discrimination: they should stop busting our balls and whining.","While nowadays there may be fewer examples of overt oppression, that does not remove hidden oppression, nor does it mean that equality has been completely achieved.",WOMEN,V1
591,"In the West, women have legal equality, equal rights, and are protected from discrimination: they should stop busting our balls and whining.","Just because there is less evidence of oppression does not mean there is none, and you can find many examples in the newspaper everyday.",WOMEN,V1
4950,Immigrants steal our jobs,"Many immigrants do the jobs that noone wants to do and cannot get filled easily. Also, they have to do their part to provide for their families.",MIGRANTS,V6_mix
1624,Immigrants steal our jobs,There are many jobs that have disappeared. This does not imply that they disappeared because of immigration.,MIGRANTS,V3
1625,Immigrants steal our jobs,"Many European countries have been in recession since 2010, and this has not much to do with immigrants.",MIGRANTS,V3
3611,Immigrants steal our jobs,"Immigrants have the right to a job, but they are not 'stealing' ours. How could that be?",MIGRANTS,V6_kc
3612,Immigrants steal our jobs,"Actually, many of the jobs that they steal are highly complex and demanding, and few natives want to do them.",MIGRANTS,V6_kc
3264,"Islam is a religion that promotes rape, torture and murder.","This is just scaremongering and misinformation, being spread to divide our people and divide us up. We should not be being terrorised by this kind of irrational fear.",MUSLIMS,V6_sbf
3266,"Islam is a religion that promotes rape, torture and murder.","How can you say something so extreme? The Quran does not advocate violence. Islam is a religion, not a religion of war.",MUSLIMS,V6_sbf
2051,"Islam is a religion that promotes rape, torture and murder.","Rape, torture and murder are abominations to all religions.",MUSLIMS,V4
2053,"Islam is a religion that promotes rape, torture and murder.",The Muslim statement on tolerance says nothing about hate crimes.,MUSLIMS,V4
3115,"Islam is a religion that promotes rape, torture and murder.","Not all Muslims are guilty of these horrible crimes. Some are victims of hate crime, some are just confused about how their religion is misinterpreted.",MUSLIMS,V6_sbf
1076,Violence in our streets is niggers' fault.,"I think that the problem with our society right now, is that we are too quick to focus on our differences and scapegoating people of different color, instead of focusing on our common humanity.",POC,V2
1077,Violence in our streets is niggers' fault.,"Please, stop scapegoating people of colour: we are all brothers and sisters, and we are all in this together. Also people of color suffer from this violence.",POC,V2
3818,Violence in our streets is niggers' fault.,"There are many communities of colour that experience high rates of violence, coming from both inside and outside the community. As such, the issue is very complex, and it is only through dialogue and building trust that we can tackle the systemic issues that contribute to violence, but violence cannot be ascribed to one race alone.",POC,V6_kc
3819,Violence in our streets is niggers' fault.,"I think it is more accurate to speak of racism within our society, especially when so many people suffer because of it.",POC,V6_kc
3820,Violence in our streets is niggers' fault.,"Violence has always been a part of our society, and for that reason it is difficult to start talking about it. We are also living in a complex society, one that includes many races: that is why I don't think it is the fault of POC, at least not POC alone.",POC,V6_kc
1082,Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,The issue of criminality is really about human nature. Individuals become criminal only when pushed. That's the difference between being a criminal and not.,POC,V2
1083,Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,It is a myth that blacks are cruel and wanton. There are more cruel people of all skin color out there than just the few black you are worried about.,POC,V2
1085,Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,"All crimes are crimes, regardless of whether or not they are committed by members of different racial or ethnic backgrounds.",POC,V2
1086,Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,It is not true that thieves are more likely to commit crimes if they are members of a specific racial or ethnic background.,POC,V2
1087,Blacks are a plague on society. They are vicious and cruel. They steal and are a menace to society. They corrupt the criminal justice system. They are basically just a bunch of thieves and murderers.,Criminality and corruption are not the province of any specific racial or culture group.,POC,V2
3798,Immigrants are just a bunch of criminals.,"Many of them are successful people who have given their lives for the country they live in. I think that they have made the best of the situation they have found themselves in, and it is a pity that they are unable to contribute to the economic development of our country even more because of discrimination.",MIGRANTS,V6_kc
3799,Immigrants are just a bunch of criminals.,"Criminals are criminals, no matter their nationality.",MIGRANTS,V6_kc
1096,Immigrants are just a bunch of criminals.,"This is exaclty the problem: it doesn't matter if they are from China, Russia, India or the Philippines. It doesn't matter whether their qualification or their rap sheet is lengthy or not... We treat them all like criminals regardless of who they are.",MIGRANTS,V2
1097,Immigrants are just a bunch of criminals.,"There are many reasons for why a person seeks to enter our country, not necessarly to commit crimes. And there is no moral distinction between crimes committed by immigrants and the crimes committed by native born citizens.",MIGRANTS,V2
1099,Immigrants are just a bunch of criminals.,"This is not true, in almost all cases they are eligible for our immigration status after passing a criminal background check.",MIGRANTS,V2
3589,Faggots are ruining this country.,"No one is ""ruining this country"". Why would they? This is a country where minorities can be part of the social fabric and build a better society.",LGBT+,V6_kc
3590,Faggots are ruining this country.,"It is a misconception that gay people are totally different from straight people. There are many similarities in what they seek, from love to peace, from acceptance to respect. You would learn more by talking with someone of the LGBT+ community.",LGBT+,V6_kc
3591,Faggots are ruining this country.,"I'm not convinced that having a large mumber of people stuck in the 'closet', living unhappy lives was good for any country.",LGBT+,V6_kc
1133,Faggots are ruining this country.,"Do you think that's true? We are a country where people can live by the values set out in the US constitution, and not by fear.",LGBT+,V2
1134,Faggots are ruining this country.,"It seems that you have become intolerant to homosexuals, maybe you should reflect on the reasons why you feel this way about people practicing love.",LGBT+,V2
4467,All black people are rapists.,"This is false. Abuse is indeed a serious crime, when commited by POCs, but this does not imply that the abuse by a member of the white majority is less serious.",POC,V6_lab
4468,All black people are rapists.,We need to work together to address the main problems that challenge us today and in doing this we should not judge other people by the colour of their skin.,POC,V6_lab
1963,All black people are rapists.,"Not all rapists are black (and not all black people are rapist), just like not all murderers are black.",POC,V3
1964,All black people are rapists.,The news makes it look like rape is usually committed by a black person. This is called 'visibility bias': only a portion of reality is reported by the media. We have to take the news with caution.,POC,V3
1965,All black people are rapists.,"Crime rates are affected by a wide variety of factors, including gender, age, criminal record, income, education, and so on. Skin color is not among them.",POC,V3
1874,We are being invaded by immigrants.,Many immigrants are children of the USA. They are part of the family. They should be protected from discrimination.,MIGRANTS,V3
1875,We are being invaded by immigrants.,"Some people choose to live here based on the fact that they have never lived in a safe country. You would do the same, wouldn't you?",MIGRANTS,V3
2859,We are being invaded by immigrants.,"The US was founded by immigrants, and in 2018 only the 13.7% of the US population was made up of immigrants, the rest being native born.",MIGRANTS,V5
3084,We are being invaded by immigrants.,"The immigrants you speak of are not invading us. If anything, they are contributing to our economy.",MIGRANTS,V6_sbf
3375,We are being invaded by immigrants.,This is just a lie spread by the anti-immigration groups that blame immigrants for all that is wrong in the world.,MIGRANTS,V6_sbf
1425,Islam is a religion of violence.,Not all Muslims believe what you claim.,MUSLIMS,V2
4068,Islam is a religion of violence.,"The scriptures teach that all men are created equal. If the Bible is to be believed, then the Quran too is both peaceful and compatible with democratic society.",MUSLIMS,V6_lab
2038,Islam is a religion of violence.,I'm not sure Islam is a religion of violence.,MUSLIMS,V4
4232,Islam is a religion of violence.,"Does it matter what you say, when the Quran just proves the contrary? All people are created equal, and Islam is a religion of peace.",MUSLIMS,V6_lab
4428,Islam is a religion of violence.,Islam is a religion that was established to be peaceful.Apart from few extremists that remains the case.,MUSLIMS,V6_lab
4097,Women are subhuman.,"Well, in that case, we are all subhuman, regardless of gender.",WOMEN,V6_lab
1572,Women are subhuman.,"It is not the case that women are subhuman. Women in this world are just as intelligent, compassionate, creative and religious as any man.",WOMEN,V3
1448,Women are subhuman.,"I would say you've got an interesting point there, but I really don't see it. Why would they be part of society if they're subhumans?",WOMEN,V2
4874,Women are subhuman.,"The suggestion that women are subhuman is completely without foundation, and a complete distortion of the whole issue.",WOMEN,V6_mix
2783,Women are subhuman.,"Women are human beings with full human rights and are equal before the law, especially in the eyes of the constitution.",WOMEN,V5
695,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,"Developing a curriculum for this also means that teachers get to learn things that they might not otherwise have considered, which can make them more effective and compassionate as educators.",LGBT+,V1
696,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,Understanding gender diversity would break down stereotypes and reduce sexism.,LGBT+,V1
697,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,Having this information better equips individuals to deal with issues concerning gender and be aware of their own intent and opinions that are rooted in gender and gender bias.,LGBT+,V1
683,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,"This depends on whether you consider gender identity and sexual orientation to be factual or not; it isn't simply an 'idea' or 'belief', but a fact of life.",LGBT+,V1
684,LGBTs just want to brainwash our children. They should not be taught about gender identity and sexual orientation in school.,Disagreement with facts does not necessitate their removal from curricula.,LGBT+,V1
3897,This is an invasion. Millions of strangers jeopardizing our race and culture.,"It's called diversity and it's healthy, the sooner we start welcoming new people, the sooner we'll find a better solution to world problems.",MIGRANTS,V6_kc
3898,This is an invasion. Millions of strangers jeopardizing our race and culture.,"Diversity is an important part of a multicultural society, and we have a lot to offer the world.",MIGRANTS,V6_kc
3899,This is an invasion. Millions of strangers jeopardizing our race and culture.,So one migrant would not be a problem for you? Diversity is not about numbers. It's about the diversity of all people in different situations.,MIGRANTS,V6_kc
3900,This is an invasion. Millions of strangers jeopardizing our race and culture.,"This is not true, if we keep in mind that our human race is part of this world, then we cannot talk about invasion.",MIGRANTS,V6_kc
3901,This is an invasion. Millions of strangers jeopardizing our race and culture.,"This is not true, we have always had people of different races in positions of power. We also have the freedom to choose our own culture.",MIGRANTS,V6_kc
288,Jews are Christ Killers.,"If we were to strictly adhere to facts, the Crucifixion is a roman capital punishment.",JEWS,V1
219,Jews are Christ Killers.,"Placing responsibility on a modern-day person for something that happened 2,000 years ago is quite absurd. Don't you think? Besides, wasn't it the Romans?",JEWS,V1
220,Jews are Christ Killers.,The Catholic Church’s stance on the issue today is completely different. They do not charge Jewish people anymore.,JEWS,V1
221,Jews are Christ Killers.,"If we were to strictly adhere to facts, then, the method used to execute Jesus (Crucifixion), is forbidden by Jewish law. Moreover, according to Jewish law, Jesus did not commit any crime that is punishable by death. So your stament has no basis at all.",JEWS,V1
222,Jews are Christ Killers.,"Nowadays it is widely agreed upon that Jesus was executed by the Romans. The same Romans also executed tens of thousands of Jews by crucifixion, including two others on the day Jesus was executed.",JEWS,V1
39,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,The Nazi killing machine was all too efficient. Survivors lost so much and braved terror and cruelty. They should be celebrated.,JEWS,V1
40,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,The murder of around 6 million Jews shows the scale of the genocide. This is 6 million more than should have ever happened.,JEWS,V1
138,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,"The holocaust was hugely tragic, and we are blessed to have survivors to teach us what pure evil is. So not to make the same mistakes over and over again.",JEWS,V1
43,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,"The holocaust was hugely tragic, and we are blessed to have holocaust survivors to hear from. They tell an important story that we must learn from.",JEWS,V1
136,The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,If you think that the murder of around 6 million Jews was a failure you have serious problems. It is still 6 million more than should ever have happened.,JEWS,V1
343,Immigrants are bringing diseases into the U.S.,"Although many people have claimed that immigrants have brought diseases such as measles, hepatitis C, HIV, tuberculosis, and even Ebola, to the U.S., this allegation is not supported. There is no evidence that immigrants were the source of any recent outbreak in the U.S. According to the WHO, more than 100 countries (including many in Latin America) have higher vaccination rates than the U.S. Mexico, for example, has a 99 percent vaccination rate for measles. Guatemala, Honduras and El Salvador have a 93 percent vaccination rate. The vaccination rate in the U.S., by comparison, is 92 percent. Last but not least, the vast majority of immigrants arriving in the U.S. have been screened for health issues.",MIGRANTS,V1
344,Immigrants are bringing diseases into the U.S.,"On the contrary, according to the WHO, more than 100 countries have higher vaccination rates than U.S. Besaides the vast majority of immigrants arriving in the U.S. have been screened for health issues.",MIGRANTS,V1
345,Immigrants are bringing diseases into the U.S.,"There is no evidence that immigrants were the source of any recent outbreak in the U.S. On the contrary, more than 100 countries (including many in Latin America) have higher vaccination rates than the U.S. Mexico, for example, has a 99 percent vaccination rate for measles. Guatemala, Honduras and El Salvador have a 93 percent vaccination rate. The vaccination rate in the U.S. is lower.",MIGRANTS,V1
346,Immigrants are bringing diseases into the U.S.,"There is no evidence that immigrants were the source of any recent outbreak in the U.S. Furthermore, according to the WHO, many countries from which immigrants come have higher vaccination rates than the U.S.",MIGRANTS,V1
347,Immigrants are bringing diseases into the U.S.,"According to the WHO, more than 100 countries (including many in Latin America) have higher vaccination rates than the U.S., so we should say that 'immigrants are bringing herd immunity into the U.S.'",MIGRANTS,V1
177,Go and reat the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,The alleged conspiracy of the protocols is so plainly fictional that it is nothing but bad fiction. It lacks even the colors of what normal fantasy books needs to possess. How is it possible that a person with a modicum of education can swallow such drivel?,JEWS,V1
178,Go and reat the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,"When I read the farrago of nonsense in the Protocols I think that even Ernst Stavro Blofeld would have retired from world domination and surrended to James Bond had he been asked to say something as crassly melodramatic as: ""The goyim are a flock of sheep and we are their wolves.""",JEWS,V1
180,Go and reat the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,"The Protocols are a poorly made up fiction. Furthermore, a big part of ""The Protocols"" was lifted verbatim from ""Dialogue in Hell"", a political satire pamphlet written by Maurice Joly.",JEWS,V1
174,Go and reat the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,Did you know that this nonsense (the protocols) was concocted by the czarist police in the early part of the 20th century to counter a hankering for constitutional government among Russian people?,JEWS,V1
175,Go and reat the Protocols of the elders of Zion if you haven’t. Everything is orchestrated..,"The protocols were written by the czarist police in the early part of the 20th century to counter riots for constitutional government among long-repressed Russian people. ""The Protocols"" did their work well: people returned from thoughts of liberty to slaughtering Jews.",JEWS,V1
65,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.","My best friend is Jewish, she volunteers to help woman, disadvantages children, and her whole family work to make the UK a better place.",JEWS,V1
3,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.","You can have parents and grandparents born elsewhere, and still be a patriot for the country you were born in.",JEWS,V1
115,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.","You can have parents from all over the world, and still be a patriot for our country.",JEWS,V1
73,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",It is possible to love one's country and one's religious home. The two are not exclusive.,JEWS,V1
76,"Jews cannot be patriots, since their allegiance will always be to the state of Israel.",If you personally had some distant Spanish or Jewish heritage and you identified more as American surely that doesn't mean that you can't be an American patriot?,JEWS,V1
131,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"The ultra rich people in this industry have the power to censure and influence, regardless of their religion.",JEWS,V1
100,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"Censure and banning protect the vulnerable from seeing harmful content. Not such a bad thing, whoever does it.",JEWS,V1
36,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"The ultra rich people in this industry - Jewish or not - have the power and influence. Not sure where you got your facts from regarding Jewish people ""controlling"" Hollywood.",JEWS,V1
133,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"Not sure how Jewish people could ""control"" Hollywood being a minority.",JEWS,V1
77,Their power to have movies banned and directors censured is proof that the Jews control Hollywood.,"If the Jewish community was controlling these kind of industries, they would surely make a high priority of Jewish concerns? But there's so many anti-Israel narratives in the American media. So this doesn't make sense.",JEWS,V1
64,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,"My whole family voted against Brexit, and we are not Jewish.",JEWS,V1
82,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,I didn't want Brexit either and I'm not a Jew.,JEWS,V1
20,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,What makes you think that? Do you have any facts to back this up?,JEWS,V1
101,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,"Brexit will be damaging for many of us, plenty of people oppose it.",JEWS,V1
102,Global Jewry did not want Brexit and are doing everything they can to sabotage it.,Brexit is a good thing then?,JEWS,V1
51,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),Respect for people who are different from us and not harming anyone with their private activities is a monumental achievement in any country with a history of oppression.,LGBT+,V1
27,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),To recognise and accept practices that we don't take part in isn't state inforcement. It's just stating facts and stopping persecution of people who have different preferences.,LGBT+,V1
63,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),No-one is forcing anyone into practices they don't want to take part in here.,LGBT+,V1
126,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),To recognise and accept others isn't state enforcement. It's just stating that we should stop the persecusion of people who have different private lifes.,LGBT+,V1
143,Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),Respecting people with different habits that do not harm anyone is a monumental achievement indeed!,LGBT+,V1
50,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)","Sadly people need censoring, to stop them spreading hate,.",other,V1
26,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",To work with people from different backgrounds and different opinions is promoting free speech. If there wasn't free speech for everyone you couldn't express how you feel.,other,V1
71,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",My reading of the Online harms bill is that is seeks to ensure that people are able to conduct their lives online and exercise their right to free speech without suffering harm and abuse while they do so.,other,V1
42,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)",The internet has become a shouting platform for people's hateful views. Of course something needs to be done since people don't seem able to moderate their words themselves.,other,V1
108,"The UK Government recently published a paper on ‘Online Harms’ – in other words they are going to be working with Jewish and Muslim anti-hate organisations to censor the Internet. (Referring to Tell Mama, CST and Stop Hate UK)","Anti-hate organisations are doing brilliant work, and getting rid of hate speech isn't a bad thing.",other,V1
348,Terrorists are infiltrating the U.S. across the border with Mexico.,"There is no evidence that terrorists are entering through the Mexican border. In 2014, Homeland Security noted that “the suggestion that individuals that have ties to ISIL have been apprehended at the southwest border is categorically false, and not supported by any credible intelligence or facts on the ground.” Also, according to another 2017 report by the Bureau of Counterterrorism “Counterterrorism cooperation between the Mexican and U.S. governments remained strong. There are no known international terrorist organizations operating in Mexico, no evidence that any terrorist group has targeted U.S. citizens in Mexican territory, and no credible information that any member of a terrorist group has traveled through Mexico to gain access to the United States.” In fact, the vast majority of those linked to terrorism since 2002 are U.S. citizens.",MIGRANTS,V1
349,Terrorists are infiltrating the U.S. across the border with Mexico.,There is no evidence that terrorists are entering through the Mexican border.,MIGRANTS,V1
350,Terrorists are infiltrating the U.S. across the border with Mexico.,The vast majority of those accused of terrorism since 2002 in U.S. are U.S. citizens. Maybe we should look into the homeland situation rather than the Mexican one.,MIGRANTS,V1
351,Terrorists are infiltrating the U.S. across the border with Mexico.,Several federal reports clearly stated that there is no evidence at all that terrorists are entering through the Mexican border.,MIGRANTS,V1
652,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,"You know what? We need skilled migrants labour, because it helps economic growth and ultimately to preserve our culture that would otherwise collapse.",MIGRANTS,V1
651,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,Having different cultures and races is good for societies in general.,MIGRANTS,V1
3788,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,"Do you really think that people from other cultures are flooding into our country, with the aim of mixing and finally replacing us? If so, I would be very surprised.",MIGRANTS,V6_kc
653,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,The movement and migration of people from different cultures is innevitable in a globalized world.,MIGRANTS,V1
2534,Migrants are just happy-go-lucky people with no moral code.,"Immigrants have given us a new way of life. They have helped to create new opportunities and improved our lot, and they earned it the hard way.",MIGRANTS,V5
2535,Migrants are just happy-go-lucky people with no moral code.,The idea that migrants are merely happy-go-lucky people with no code of their own is just wrong.,MIGRANTS,V5
2536,Migrants are just happy-go-lucky people with no moral code.,"Immigrants are just like us, they have given their lives for our country. It is their right to be happy and to choose for themselves.",MIGRANTS,V5
2537,Migrants are just happy-go-lucky people with no moral code.,"Migrants have given their lives for our country, they are our fellow citizens, and they deserve to be respected as such.",MIGRANTS,V5
67,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,Minority voices are notoriously ignored.,JEWS,V1
148,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,"If redistributing wealth from people who have too much money to the poor is promoted by Jews, then I want to become a Jew too!",JEWS,V1
58,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,"People who vote for parties which target the most powerful are often mostly concerned about making it financially until the next month. Redistributing wealth from people who have way too much money seems fair, not threatening.",JEWS,V1
15,Minorities vote to strip wealth and power from White people and they are organised to do this by the J*ws.,Where is your evidence?,JEWS,V1
2577,Jews have a secret plot to take over the world.,"Conspiracy theories are based on no more than a few unverifiable and highly suspect claims. It's highly unlikely that the world has ever been run according to a Jewish plan, and therefore it is highly unlikely that this would ever happen.",JEWS,V5
4018,Jews have a secret plot to take over the world.,Everyone has a secret agenda to take over the world. Cats included [link to meme].,JEWS,V6_lab
2578,Jews have a secret plot to take over the world.,Conspiracy theories about Jews are based on no more than a few unverifiable and highly suspect claims. It's highly unlikely that the world has ever been or will ever be run according to a Jewish plan.,JEWS,V5
